session,name,first_seen,get_in_latitude,get_in_longitude,last_seen,get_off_latitude,get_off_longitude
35,Person_0,2019-10-19 16:46:58,0.0,0.0,,0.0,0.0
35,Person_1,2019-10-19 16:47:03,0.0,0.0,,0.0,0.0
35,Person_2,2019-10-19 16:47:02,0.0,0.0,2019-10-19 16:48:55,0.0,0.0
35,Person_3,2019-10-19 16:47:03,0.0,0.0,2019-10-19 16:47:13,0.0,0.0
35,Person_4,2019-10-19 16:47:06,0.0,0.0,,0.0,0.0
35,Person_5,2019-10-19 16:47:11,0.0,0.0,,0.0,0.0
35,Person_6,2019-10-19 16:47:32,0.0,0.0,,0.0,0.0
35,Person_7,2019-10-19 16:47:33,0.0,0.0,,0.0,0.0
35,Person_8,2019-10-19 16:47:44,0.0,0.0,,0.0,0.0
35,Person_9,2019-10-19 16:47:49,0.0,0.0,,0.0,0.0
