session,name,first_seen,get_in_latitude,get_in_longitude,last_seen,get_off_latitude,get_off_longitude
31,Person_0,2019-10-19 16:34:47,0.0,0.0,,0.0,0.0
31,Person_1,2019-10-19 16:34:53,0.0,0.0,,0.0,0.0
31,Person_2,2019-10-19 16:34:52,0.0,0.0,2019-10-19 16:36:49,0.0,0.0
31,Person_3,2019-10-19 16:34:53,0.0,0.0,2019-10-19 16:35:04,0.0,0.0
31,Person_4,2019-10-19 16:34:56,0.0,0.0,,0.0,0.0
31,Person_5,2019-10-19 16:35:01,0.0,0.0,,0.0,0.0
31,Person_6,2019-10-19 16:35:24,0.0,0.0,,0.0,0.0
31,Person_7,2019-10-19 16:35:24,0.0,0.0,,0.0,0.0
31,Person_8,2019-10-19 16:35:35,0.0,0.0,,0.0,0.0
31,Person_9,2019-10-19 16:35:41,0.0,0.0,,0.0,0.0
